S1Ware,JacSim
AK-JPA,0.571428571
AK-JPA,0.571428571
AK-JPA,0.571428571
AK-JPA,0.571428571
AK-JPA,0.571428571
AK-JPA,0.571428571
AK-JPA,0.571428571
AK-JPA,0.571428571
AK-JPA,0.571428571
AK-JPA,0.571428571
AK-JPA,0.571428571
AK-JPA,0.571428571
AK-JPA,0.571428571
AK-JPA,0.571428571
AK-JPA,0.571428571
AK-JPA,0.6
AK-JPA,0.6
AK-JPA,0.625
AK-JPA,0.625
AK-JPA,0.625
AK-JPA,0.625
AK-JPA,0.625
AK-JPA,0.625
AK-JPA,0.625
AK-JPA,0.625
AK-JPA,0.625
AK-JPA,0.666666667
AK-JPA,0.666666667
AK-JPA,0.714285714
AK-JPA,0.714285714
AK-JPA,0.714285714
AK-JPA,0.714285714
AK-JPA,0.714285714
AK-JPA,0.714285714
AK-JPA,0.714285714
AK-JPA,0.714285714
AK-JPA,0.714285714
AK-JPA,0.714285714
AK-JPA,0.714285714
AK-JPA,0.714285714
AK-JPA,0.714285714
AK-JPA,0.714285714
AK-JPA,0.714285714
AK-JPA,0.75
AK-JPA,0.777777778
AK-JPA,0.857142857
AK-JPA,0.875
AK-JPA,0.875
AK-JPA,0.875
AK-JPA,1
AK-JPA,1
AK-JPA,1
AK-JPA,1
AK-JPA,1
AK-JPL,0
AK-JPL,0
AK-JPL,0
AK-JPL,0
AK-JPL,0
AK-JPL,0
AK-JPL,0
AK-JPL,0
AK-JPL,0.090909091
AK-JPL,0.111111111
AK-JPL,0.111111111
AK-JPL,0.111111111
AK-JPL,0.111111111
AK-JPL,0.125
AK-JPL,0.125
AK-JPL,0.125
AK-JPL,0.125
AK-JPL,0.125
AK-JPL,0.125
AK-JPL,0.142857143
AK-JPL,0.142857143
AK-JPL,0.142857143
AK-JPL,0.142857143
AK-JPL,0.166666667
AK-JPL,0.166666667
AK-JPL,0.166666667
AK-JPL,0.166666667
AK-JPL,0.2
AK-JPL,0.2
AK-JPL,0.222222222
AK-JPL,0.222222222
AK-JPL,0.222222222
AK-JPL,0.222222222
AK-JPL,0.222222222
AK-JPL,0.222222222
AK-JPL,0.222222222
AK-JPL,0.222222222
AK-JPL,0.25
AK-JPL,0.25
AK-JPL,0.25
AK-JPL,0.25
AK-JPL,0.25
AK-JPL,0.25
AK-JPL,0.25
AK-JPL,0.25
AK-JPL,0.25
AK-JPL,0.25
AK-JPL,0.25
AK-JPL,0.25
AK-JPL,0.25
AK-JPL,0.25
AK-JPL,0.25
AK-JPL,0.25
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.285714286
AK-JPL,0.3
AK-JPL,0.333333333
AK-JPL,0.333333333
AK-JPL,0.333333333
AK-JPL,0.333333333
AK-JPL,0.333333333
AK-JPL,0.333333333
AK-JPL,0.333333333
AK-JPL,0.333333333
AK-JPL,0.333333333
AK-JPL,0.333333333
AK-JPL,0.333333333
AK-JPL,0.333333333
AK-JPL,0.333333333
AK-JPL,0.333333333
AK-JPL,0.333333333
AK-JPL,0.333333333
AK-JPL,0.375
AK-JPL,0.375
AK-JPL,0.375
AK-JPL,0.375
AK-JPL,0.375
AK-JPL,0.375
AK-JPL,0.375
AK-JPL,0.375
AK-JPL,0.375
AK-JPL,0.375
AK-JPL,0.4
AK-JPL,0.4
AK-JPL,0.4
AK-JPL,0.4
AK-JPL,0.4
AK-JPL,0.4
AK-JPL,0.4
AK-JPL,0.4
AK-JPL,0.4
AK-JPL,0.4
AK-JPL,0.4
AK-JPL,0.4
AK-JPL,0.428571429
AK-JPL,0.428571429
AK-JPL,0.428571429
AK-JPL,0.428571429
AK-JPL,0.428571429
AK-JPL,0.428571429
AK-JPL,0.428571429
AK-JPL,0.428571429
AK-JPL,0.428571429
AK-JPL,0.428571429
AK-JPL,0.428571429
AK-JPL,0.428571429
AK-JPL,0.428571429
AK-JPL,0.428571429
AK-JPL,0.428571429
AK-JPL,0.428571429
AK-JPL,0.428571429
AK-JPL,0.444444444
AK-JPL,0.444444444
AK-JPL,0.444444444
AK-JPL,0.5
AK-JPL,0.5
AK-JPL,0.5
AK-JPL,0.555555556
AK-JPL,0.571428571
AK-JPL,0.571428571
AK-JPL,0.571428571
AK-JPL,0.571428571
AK-JPL,0.6
AK-JPL,0.6
AK-JPL,0.6
AK-JPL,0.6
AK-JPL,0.6
AK-JPL,0.6
AK-JPL,0.6
AK-JPL,0.6
AK-JPL,0.6
AK-JPL,0.6
AK-JPL,0.6
AK-JPL,0.625
AK-JPL,0.625
AK-JPL,0.625
AK-JPL,0.625
AK-JPL,0.666666667
AK-JPL,0.666666667
AK-JPL,0.714285714
AK-JPL,0.714285714
AK-JPL,0.714285714
AK-JPL,0.714285714
AK-JPL,0.714285714
AK-JPL,0.714285714
AK-JPL,0.8
AK-JPL,0.8
AK-JPL,0.8
AK-JPL,0.8
AK-JPL,0.8
AK-JPL,0.8
AK-JPL,0.8
AK-JPL,0.8
AK-JPL,1
AK-JPL,1
AK-JPL,1
AK-JPL,1
AK-JPL,1
AK-JPL,1
AK-JPL,1
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0
AK-KR,0.111111111
AK-KR,0.125
AK-KR,0.125
AK-KR,0.125
AK-KR,0.125
AK-KR,0.125
AK-KR,0.125
AK-KR,0.125
AK-KR,0.142857143
AK-KR,0.142857143
AK-KR,0.142857143
AK-KR,0.142857143
AK-KR,0.142857143
AK-KR,0.142857143
AK-KR,0.142857143
AK-KR,0.142857143
AK-KR,0.142857143
AK-KR,0.142857143
AK-KR,0.142857143
AK-KR,0.142857143
AK-KR,0.142857143
AK-KR,0.142857143
AK-KR,0.142857143
AK-KR,0.142857143
AK-KR,0.166666667
AK-KR,0.166666667
AK-KR,0.166666667
AK-KR,0.166666667
AK-KR,0.166666667
AK-KR,0.166666667
AK-KR,0.166666667
AK-KR,0.166666667
AK-KR,0.166666667
AK-KR,0.166666667
AK-KR,0.166666667
AK-KR,0.166666667
AK-KR,0.2
AK-KR,0.2
AK-KR,0.2
AK-KR,0.2
AK-KR,0.2
AK-KR,0.2
AK-KR,0.2
AK-KR,0.2
AK-KR,0.2
AK-KR,0.2
AK-KR,0.2
AK-KR,0.2
AK-KR,0.2
AK-KR,0.2
AK-KR,0.2
AK-KR,0.2
AK-KR,0.222222222
AK-KR,0.222222222
AK-KR,0.222222222
AK-KR,0.222222222
AK-KR,0.222222222
AK-KR,0.222222222
AK-KR,0.25
AK-KR,0.25
AK-KR,0.25
AK-KR,0.25
AK-KR,0.25
AK-KR,0.25
AK-KR,0.25
AK-KR,0.25
AK-KR,0.25
AK-KR,0.25
AK-KR,0.25
AK-KR,0.25
AK-KR,0.25
AK-KR,0.25
AK-KR,0.25
AK-KR,0.25
AK-KR,0.25
AK-KR,0.25
AK-KR,0.285714286
AK-KR,0.285714286
AK-KR,0.285714286
AK-KR,0.285714286
AK-KR,0.285714286
AK-KR,0.285714286
AK-KR,0.285714286
AK-KR,0.285714286
AK-KR,0.285714286
AK-KR,0.333333333
AK-KR,0.333333333
AK-KR,0.333333333
AK-KR,0.333333333
AK-KR,0.333333333
AK-KR,0.333333333
AK-KR,0.333333333
AK-KR,0.333333333
AK-KR,0.333333333
AK-KR,0.333333333
AK-KR,0.333333333
AK-KR,0.333333333
AK-KR,0.333333333
AK-KR,0.333333333
AK-KR,0.333333333
AK-KR,0.333333333
AK-KR,0.333333333
AK-KR,0.375
AK-KR,0.375
AK-KR,0.4
AK-KR,0.4
AK-KR,0.4
AK-KR,0.4
AK-KR,0.4
AK-KR,0.428571429
AK-KR,0.428571429
AK-KR,0.428571429
AK-KR,0.5
AK-KR,0.5
AK-KR,0.5
AK-KR,0.5
AK-KR,0.5
AK-KR,0.5
AK-KR,0.5
AK-KR,0.5
AK-KR,0.5
AK-KR,0.5
AK-KR,0.6
AK-KR,0.6
AK-KR,0.6
AK-KR,0.75
AK-KR,1
AK-KR,1
AK-KR,1
AR-SW,0
AR-SW,0
AR-SW,0
AR-SW,0
AR-SW,0
AR-SW,0
AR-SW,0
AR-SW,0
AR-SW,0
AR-SW,0
AR-SW,0
AR-SW,0
AR-SW,0
AR-SW,0
AR-SW,0
AR-SW,0.1
AR-SW,0.125
AR-SW,0.125
AR-SW,0.125
AR-SW,0.142857143
AR-SW,0.142857143
AR-SW,0.142857143
AR-SW,0.166666667
AR-SW,0.166666667
AR-SW,0.166666667
AR-SW,0.166666667
AR-SW,0.166666667
AR-SW,0.166666667
AR-SW,0.166666667
AR-SW,0.166666667
AR-SW,0.166666667
AR-SW,0.166666667
AR-SW,0.166666667
AR-SW,0.166666667
AR-SW,0.2
AR-SW,0.2
AR-SW,0.2
AR-SW,0.2
AR-SW,0.2
AR-SW,0.222222222
AR-SW,0.222222222
AR-SW,0.222222222
AR-SW,0.25
AR-SW,0.25
AR-SW,0.25
AR-SW,0.25
AR-SW,0.25
AR-SW,0.25
AR-SW,0.25
AR-SW,0.25
AR-SW,0.285714286
AR-SW,0.285714286
AR-SW,0.285714286
AR-SW,0.285714286
AR-SW,0.285714286
AR-SW,0.285714286
AR-SW,0.285714286
AR-SW,0.285714286
AR-SW,0.285714286
AR-SW,0.285714286
AR-SW,0.285714286
AR-SW,0.285714286
AR-SW,0.285714286
AR-SW,0.285714286
AR-SW,0.285714286
AR-SW,0.285714286
AR-SW,0.285714286
AR-SW,0.3
AR-SW,0.3
AR-SW,0.333333333
AR-SW,0.333333333
AR-SW,0.333333333
AR-SW,0.333333333
AR-SW,0.333333333
AR-SW,0.333333333
AR-SW,0.333333333
AR-SW,0.333333333
AR-SW,0.333333333
AR-SW,0.333333333
AR-SW,0.333333333
AR-SW,0.333333333
AR-SW,0.333333333
AR-SW,0.333333333
AR-SW,0.375
AR-SW,0.375
AR-SW,0.375
AR-SW,0.375
AR-SW,0.375
AR-SW,0.375
AR-SW,0.375
AR-SW,0.375
AR-SW,0.4
AR-SW,0.4
AR-SW,0.4
AR-SW,0.4
AR-SW,0.4
AR-SW,0.4
AR-SW,0.4
AR-SW,0.4
AR-SW,0.4
AR-SW,0.4
AR-SW,0.4
AR-SW,0.428571429
AR-SW,0.428571429
AR-SW,0.428571429
AR-SW,0.428571429
AR-SW,0.428571429
AR-SW,0.428571429
AR-SW,0.428571429
AR-SW,0.444444444
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.5
AR-SW,0.571428571
AR-SW,0.6
AR-SW,0.6
AR-SW,0.6
AR-SW,0.6
AR-SW,0.6
AR-SW,0.6
AR-SW,0.6
AR-SW,0.6
AR-SW,0.6
AR-SW,0.6
AR-SW,0.6
AR-SW,0.666666667
AR-SW,0.666666667
AR-SW,0.666666667
AR-SW,0.666666667
AR-SW,0.666666667
AR-SW,0.666666667
AR-SW,0.666666667
AR-SW,0.8
AR-SW,0.8
AR-SW,0.8
AR-SW,0.8
AR-SW,0.8
AR-SW,0.8
AR-SW,0.8
AR-SW,0.8
AR-SW,0.8
AR-SW,0.8
AR-SW,0.8
AR-SW,0.8
AR-SW,0.8
AR-SW,0.8
AR-SW,0.8
AR-SW,1
AR-SW,1
AR-SW,1
AR-SW,1
AR-SW,1
AR-SW,1
AR-SW,1
AR-SW,1
AR-SW,1
AR-SW,1
AR-SW,1
AT-PA,0
AT-PA,0.083333333
AT-PA,0.090909091
AT-PA,0.1
AT-PA,0.1
AT-PA,0.1
AT-PA,0.111111111
AT-PA,0.111111111
AT-PA,0.166666667
AT-PA,0.181818182
AT-PA,0.181818182
AT-PA,0.181818182
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.2
AT-PA,0.222222222
AT-PA,0.222222222
AT-PA,0.222222222
AT-PA,0.222222222
AT-PA,0.222222222
AT-PA,0.222222222
AT-PA,0.222222222
AT-PA,0.222222222
AT-PA,0.222222222
AT-PA,0.222222222
AT-PA,0.222222222
AT-PA,0.222222222
AT-PA,0.222222222
AT-PA,0.222222222
AT-PA,0.25
AT-PA,0.272727273
AT-PA,0.272727273
AT-PA,0.272727273
AT-PA,0.272727273
AT-PA,0.272727273
AT-PA,0.272727273
AT-PA,0.272727273
AT-PA,0.272727273
AT-PA,0.272727273
AT-PA,0.272727273
AT-PA,0.272727273
AT-PA,0.272727273
AT-PA,0.272727273
AT-PA,0.272727273
AT-PA,0.272727273
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.3
AT-PA,0.333333333
AT-PA,0.333333333
AT-PA,0.333333333
AT-PA,0.333333333
AT-PA,0.333333333
AT-PA,0.333333333
AT-PA,0.333333333
AT-PA,0.333333333
AT-PA,0.333333333
AT-PA,0.333333333
AT-PA,0.363636364
AT-PA,0.363636364
AT-PA,0.363636364
AT-PA,0.363636364
AT-PA,0.363636364
AT-PA,0.363636364
AT-PA,0.363636364
AT-PA,0.363636364
AT-PA,0.363636364
AT-PA,0.363636364
AT-PA,0.363636364
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.4
AT-PA,0.416666667
AT-PA,0.444444444
AT-PA,0.444444444
AT-PA,0.444444444
AT-PA,0.444444444
AT-PA,0.444444444
AT-PA,0.444444444
AT-PA,0.444444444
AT-PA,0.444444444
AT-PA,0.444444444
AT-PA,0.444444444
AT-PA,0.444444444
AT-PA,0.444444444
AT-PA,0.444444444
AT-PA,0.444444444
AT-PA,0.444444444
AT-PA,0.454545455
AT-PA,0.454545455
AT-PA,0.454545455
AT-PA,0.5
AT-PA,0.5
AT-PA,0.5
AT-PA,0.5
AT-PA,0.5
AT-PA,0.5
AT-PA,0.5
AT-PA,0.5
AT-PA,0.5
AT-PA,0.5
AT-PA,0.545454545
AT-PA,0.545454545
AT-PA,0.545454545
AT-PA,0.545454545
AT-PA,0.545454545
AT-PA,0.545454545
AT-PA,0.555555556
AT-PA,0.555555556
AT-PA,0.555555556
AT-PA,0.6
AT-PA,0.6
AT-PA,0.6
AT-PA,0.6
AT-PA,0.6
AT-PA,0.6
AT-PA,0.6
AT-PA,0.666666667
AT-PA,0.7
AT-PA,1
AT-PL,0
AT-PL,0
AT-PL,0
AT-PL,0
AT-PL,0.1
AT-PL,0.111111111
AT-PL,0.111111111
AT-PL,0.111111111
AT-PL,0.125
AT-PL,0.125
AT-PL,0.125
AT-PL,0.125
AT-PL,0.125
AT-PL,0.125
AT-PL,0.125
AT-PL,0.125
AT-PL,0.125
AT-PL,0.125
AT-PL,0.125
AT-PL,0.125
AT-PL,0.125
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.142857143
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.166666667
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.2
AT-PL,0.222222222
AT-PL,0.222222222
AT-PL,0.222222222
AT-PL,0.222222222
AT-PL,0.222222222
AT-PL,0.222222222
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.25
AT-PL,0.285714286
AT-PL,0.285714286
AT-PL,0.285714286
AT-PL,0.285714286
AT-PL,0.285714286
AT-PL,0.285714286
AT-PL,0.285714286
AT-PL,0.285714286
AT-PL,0.333333333
AT-PL,0.333333333
AT-PL,0.333333333
AT-PL,0.333333333
AT-PL,0.333333333
AT-PL,0.333333333
AT-PL,0.333333333
AT-PL,0.333333333
AT-PL,0.333333333
AT-PL,0.333333333
AT-PL,0.333333333
AT-PL,0.333333333
AT-PL,0.333333333
AT-PL,0.333333333
AT-PL,0.333333333
AT-PL,0.333333333
AT-PL,0.333333333
AT-PL,0.375
AT-PL,0.4
AT-PL,0.4
AT-PL,0.4
AT-PL,0.4
AT-PL,0.4
AT-PL,0.4
AT-PL,0.4
AT-PL,0.4
AT-PL,0.5
AT-PL,0.5
AT-PL,0.5
AT-PL,0.5
AT-PL,0.5
AT-PL,1
B-B,0
B-B,0
B-B,0
B-B,0
B-B,0.111111111
B-B,0.111111111
B-B,0.111111111
B-B,0.111111111
B-B,0.111111111
B-B,0.125
B-B,0.125
B-B,0.125
B-B,0.125
B-B,0.125
B-B,0.125
B-B,0.125
B-B,0.125
B-B,0.125
B-B,0.125
B-B,0.142857143
B-B,0.142857143
B-B,0.142857143
B-B,0.142857143
B-B,0.142857143
B-B,0.142857143
B-B,0.142857143
B-B,0.142857143
B-B,0.142857143
B-B,0.142857143
B-B,0.142857143
B-B,0.142857143
B-B,0.142857143
B-B,0.142857143
B-B,0.142857143
B-B,0.142857143
B-B,0.142857143
B-B,0.142857143
B-B,0.166666667
B-B,0.166666667
B-B,0.166666667
B-B,0.166666667
B-B,0.166666667
B-B,0.166666667
B-B,0.166666667
B-B,0.166666667
B-B,0.166666667
B-B,0.166666667
B-B,0.166666667
B-B,0.166666667
B-B,0.166666667
B-B,0.2
B-B,0.2
B-B,0.222222222
B-B,0.222222222
B-B,0.222222222
B-B,0.222222222
B-B,0.222222222
B-B,0.222222222
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.25
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.285714286
B-B,0.3
B-B,0.3
B-B,0.3
B-B,0.3
B-B,0.333333333
B-B,0.333333333
B-B,0.333333333
B-B,0.333333333
B-B,0.333333333
B-B,0.333333333
B-B,0.333333333
B-B,0.333333333
B-B,0.333333333
B-B,0.333333333
B-B,0.333333333
B-B,0.333333333
B-B,0.333333333
B-B,0.333333333
B-B,0.333333333
B-B,0.333333333
B-B,0.375
B-B,0.375
B-B,0.375
B-B,0.375
B-B,0.375
B-B,0.375
B-B,0.375
B-B,0.375
B-B,0.375
B-B,0.4
B-B,0.4
B-B,0.4
B-B,0.4
B-B,0.428571429
B-B,0.428571429
B-B,0.428571429
B-B,0.428571429
B-B,0.428571429
B-B,0.428571429
B-B,0.428571429
B-B,0.428571429
B-B,0.428571429
B-B,0.428571429
B-B,0.428571429
B-B,0.428571429
B-B,0.428571429
B-B,0.428571429
B-B,0.428571429
B-B,0.428571429
B-B,0.444444444
B-B,0.444444444
B-B,0.444444444
B-B,0.5
B-B,0.5
B-B,0.5
B-B,0.5
B-B,0.5
B-B,0.5
B-B,0.5
B-B,0.5
B-B,0.5
B-B,0.5
B-B,0.5
B-B,0.5
B-B,0.5
B-B,0.5
B-B,0.5
B-B,0.5
B-B,0.571428571
B-B,0.571428571
B-B,0.571428571
B-B,0.571428571
B-B,0.571428571
B-B,0.571428571
B-B,0.625
B-B,0.666666667
B-B,0.666666667
B-B,0.666666667
B-B,0.666666667
B-B,0.666666667
B-B,0.666666667
B-B,0.833333333
BC-D,0
BC-D,0
BC-D,0
BC-D,0
BC-D,0
BC-D,0
BC-D,0
BC-D,0.1
BC-D,0.111111111
BC-D,0.111111111
BC-D,0.125
BC-D,0.125
BC-D,0.125
BC-D,0.125
BC-D,0.125
BC-D,0.125
BC-D,0.125
BC-D,0.125
BC-D,0.142857143
BC-D,0.142857143
BC-D,0.142857143
BC-D,0.142857143
BC-D,0.2
BC-D,0.2
BC-D,0.222222222
BC-D,0.222222222
BC-D,0.222222222
BC-D,0.222222222
BC-D,0.222222222
BC-D,0.25
BC-D,0.25
BC-D,0.25
BC-D,0.25
BC-D,0.25
BC-D,0.25
BC-D,0.25
